"","vidid","adview","views","likes","dislikes","comment","category","time_in_sec","no_days_old"
"11421","VID_14736",26,"1669485","15687","1761","3446","D",1286,633
"11422","VID_15781",4,"38117","21","5","0","E",727,1743
"11423","VID_3989",6,"493199","951","116","54","D",772,2194
"11424","VID_10517",1,"109076","340","41","414","D",791,539
"11425","VID_2215",1,"46909","84","25","11","C",245,1730
"11426","VID_4259",1,"2678181","2608","1299","387","D",83,351
"11427","VID_9121",1,"507426","1714","383","28","D",25,513
"11428","VID_8438",1,"105180","197","4","3","D",31,674
"11429","VID_5865",4,"1307624","2454","192","327","D",195,846
"11430","VID_11024",5,"2517612","14358","1138","1718","D",273,1030
"11431","VID_21547",1200,"1395","1","1","0","G",39,1690
"11432","VID_19504",93,"2548552","5713","1104","856","G",4056,1596
"11433","VID_6328",3,"184413","203","18","17","D",269,2975
"11434","VID_2837",1,"2894","3","0","0","C",68,1403
"11435","VID_23557",5,"187807","217","51","10","H",533,1107
"11436","VID_4471",1,"20196","22","4","2","D",233,1708
"11437","VID_5982",103,"1412548","374","222","32","D",62,1821
"11438","VID_10632",1,"32278","830","9","590","D",572,780
"11439","VID_22696",2,"203359","489","10","102","G",294,3659
"11440","VID_1893",114055,"1029501","28048","468","847","B",893,956
"11441","VID_10248",14,"366","1","0","0","D",10,400
"11442","VID_22860",54,"351184","5488","85","682","G",93,1809
"11443","VID_15798",1,"31611","26","9","1","E",917,536
"11444","VID_2577",6,"3926081","8069","1246","275","C",174,1113
"11445","VID_23479",8,"1445475","3877","948","2488","H",320,577
"11446","VID_10431",15,"114397","184","27","6","D",2224,1451
"11447","VID_13345",1,"100681","66","15","2","D",103,1247
"11448","VID_20922",1,"16174","184","6","4","G",204,623
"11449","VID_21817",1,"35513","1729","15","190","G",176,560
"11450","VID_20286",1,"158317","1274","30","314","G",758,1604
"11451","VID_1097",4,"3560921","13155","898","2465","B",472,1145
"11452","VID_5540",19,"798020","2459","103","144","D",565,1418
"11453","VID_21781",1,"236072","1691","36","140","G",126,2230
"11454","VID_21686",2287,"3445","24","0","5","G",461,502
"11455","VID_22333",1,"1120","11","0","3","G",134,1159
"11456","VID_20499",1,"182077","110","19","13","G",435,2395
"11457","VID_19241",19,"1047069","969","322","45","G",7477,1200
"11458","VID_1510",5,"182151","2748","236","1344","B",251,494
"11459","VID_3463",11,"956413","2570","154","55","D",331,2151
"11460","VID_3112",1,"33373","134","12","16","C",470,1139
"11461","VID_6086",4,"164296","86","17","8","D",139,1646
"11462","VID_17818",5255,"84856","1376","25","150","F",223,402
"11463","VID_975",1,"61993","538","47","656","B",354,673
"11464","VID_7478",1,"14458","160","2","175","D",768,1685
"11465","VID_8747",7,"1536473","1455","730","50","D",434,824
"11466","VID_3706",1,"173870","577","49","23","D",346,1096
"11467","VID_14639",1,"836030","1357","64","320","D",478,1003
"11468","VID_12190",1,"158184","1895","22","64","D",846,953
"11469","VID_1857",124,"406218","3562","50","482","B",9,846
"11470","VID_21096",1,"39856","367","33","19","G",270,1288
"11471","VID_689",367,"28628","280","7","44","B",1148,998
"11472","VID_3467",2,"295924","805","58","16","D",338,767
"11473","VID_606",4,"62200","153","5","13","B",987,1444
"11474","VID_9973",1,"162092","600","33","102","D",123,643
"11475","VID_19016",1,"157441","2613","43","1052","F",157,569
"11476","VID_10252",2,"1977","5","1","0","D",31,676
"11477","VID_22330",12,"8054","53","0","15","G",149,1193
"11478","VID_40",2,"811335","1391","133","407","A",616,1068
"11479","VID_12049",50,"61971","597","14","56","D",110,441
"11480","VID_15940",2,"39069","65","14","11","E",4771,1238
"11481","VID_387",1,"233308","2485","53","397","A",868,972
"11482","VID_23686",1,"175448","33","20","17","H",259,605
"11483","VID_15257",16,"997190","5857","129","605","E",268,611
"11484","VID_9115",1,"3150","3","0","7","D",874,2034
"11485","VID_6919",1,"544305","12448","191","2066","D",387,517
"11486","VID_16376",14,"8047","12","1","2","E",303,1579
"11487","VID_22011",11,"4170539","15688","652","60","G",247,855
"11488","VID_23228",1,"508998","F","F","25","H",300,1132
"11489","VID_14008",1,"43824","912","19","54","D",70,711
"11490","VID_9837",11298,"15106","56","2","1","D",119,1145
"11491","VID_16556",1,"175404","149","39","F","E",8486,606
"11492","VID_10203",1,"1133","5","1","0","D",21,768
"11493","VID_8809",4,"314695","664","162","33","D",4430,1712
"11494","VID_3173",4,"220648","199","79","42","D",2558,1509
"11495","VID_19612",2,"393566","918","61","41","G",401,1262
"11496","VID_20616",1,"110765","1028","37","360","G",36193,1698
"11497","VID_13708",1,"79952","856","15","121","D",658,773
"11498","VID_23123",1,"2811191","1821","930","639","H",114,1513
"11499","VID_10992",80,"4789362","25768","1385","1744","D",349,575
"11500","VID_8198",1,"370695","604","95","54","D",8723,1149
"11501","VID_2268",1,"2547","21","0","1","C",713,1884
"11502","VID_6889",2,"655563","10350","337","7660","D",494,668
"11503","VID_16626",20,"159204","1368","55","172","E",911,1002
"11504","VID_13380",2,"174122","333","17","211","D",195,4146
"11505","VID_20435",1,"170455","419","5","41","G",502,2499
"11506","VID_14154",1,"53312","124","7","3","D",59,708
"11507","VID_7510",5,"103284","387","21","155","D",3584,1593
"11508","VID_5030",8,"1782304","3278","158","318","D",70,2488
"11509","VID_1951",5,"524666","6015","349","661","B",441,556
"11510","VID_17331",1,"32155","67","6","27","E",101,820
"11511","VID_7279",1,"14034","145","16","47","D",295,386
"11512","VID_9900",1,"3780","36","3","0","D",226,1235
"11513","VID_12728",7,"4025748","20438","5792","9546","D",432,832
"11514","VID_5829",2,"241401","5731","95","2639","D",208,553
"11515","VID_2116",1,"4159","30","0","2","B",256,2084
"11516","VID_13968",1,"34497","58","10","6","D",2167,1475
"11517","VID_19278",3,"171400","626","65","40","G",297,618
"11518","VID_385",2,"308316","3377","93","989","A",713,615
"11519","VID_20154",1,"3603","12","0","7","G",616,2157
"11520","VID_8503",1,"217","0","1","0","D",629,388
"11521","VID_5660",1,"988007","1275","356","141","D",333,1860
"11522","VID_15662",64,"386767","339","167","19","E",1335,2371
"11523","VID_8211",1,"354866","2053","35","104","D",185,1104
"11524","VID_11427",5,"3898","20","1","1","D",231,1269
"11525","VID_16393",1,"3153","13","2","3","E",69,1596
"11526","VID_10124",3,"108364","102","29","20","D",601,562
"11527","VID_17970",2,"1454625","7555","1774","4946","F",184,966
"11528","VID_13490",1,"72704","227","5","66","D",571,3524
"11529","VID_15301",1,"10365","13","1","14","E",21,599
"11530","VID_1913",194,"1260095","28544","253","2299","B",434,1743
"11531","VID_11807",6,"259836","254","40","13","D",8499,568
"11532","VID_1154",14,"6675937","29608","1897","7823","B",1092,939
"11533","VID_1658",4,"396356","1988","56","180","B",316,579
"11534","VID_18505",2,"1191581","9863","363","4984","F",600,838
"11535","VID_12056",2,"2613","28","2","5","D",81,629
"11536","VID_22720",1,"5214","19","0","2","G",36,1544
"11537","VID_23499",1,"28086","791","21","313","H",176,831
"11538","VID_6340",1,"115772","384","22","22","D",383,2084
"11539","VID_13578",1,"2333805","19343","262","1286","D",151,708
"11540","VID_20927",1,"508351","F","F","17","G",3354,430
"11541","VID_3161",19,"1122586","1038","511","556","D",2452,1885
"11542","VID_10650",5,"29968","5","0","1","D",61,823
"11543","VID_7948",37,"1168849","417","186","91","D",70,2035
"11544","VID_18679",9,"1041798","9471","275","2987","F",880,497
"11545","VID_23203",1,"91409","1411","52","158","H",171,595
"11546","VID_18691",3,"9165","35","2","5","F",233,646
"11547","VID_21473",12,"3275610","13542","1004","674","G",504,1161
"11548","VID_10244",2,"30605","36","1","2","D",190,1135
"11549","VID_16594",2,"306293","2310","216","551","E",884,743
"11550","VID_5843",2,"232007","1736","40","344","D",232,688
"11551","VID_12045",1,"203634","1128","51","110","D",158,399
"11552","VID_4018",4,"589679","1117","132","59","D",632,623
"11553","VID_17527",1,"176540","2096","185","129","E",61,1018
"11554","VID_9692",3,"578887","514","144","70","D",8619,757
"11555","VID_3223",8,"314140","607","140","206","D",2047,1761
"11556","VID_11222",1,"11620","330","6","180","D",992,345
"11557","VID_3866",7,"9871909","3288","2253","204","D",146,694
"11558","VID_3568",1,"133196","410","17","24","D",508,2444
"11559","VID_4564",1,"16159","88","9","11","D",700,626
"11560","VID_6099",4,"3585","3","0","0","D",614,1531
"11561","VID_19305",5,"224464","499","101","56","G",2485,880
"11562","VID_8767",1,"17089","56","9","2","D",183,1711
"11563","VID_18994",2,"869551","19080","554","834","F",417,809
"11564","VID_19909",1,"86189","185","21","44","G",590,1043
"11565","VID_5025",1,"159539","593","35","7","D",85,498
"11566","VID_15439",5,"113115","344","19","482","E",422,671
"11567","VID_20148",1,"109150","777","19","41","G",319,1033
"11568","VID_12335",6,"2694359","9065","1424","1310","D",627,694
"11569","VID_19532",1,"146985","1548","21","253","G",144,597
"11570","VID_7318",5,"1656594","8071","1464","1125","D",982,920
"11571","VID_3898",9,"610265","649","77","53","D",544,1734
"11572","VID_16665",3,"91029","142","55","11","E",656,835
"11573","VID_9982",1,"256769","1144","43","53","D",106,565
"11574","VID_5398",4,"95386","158","9","25","D",1284,1961
"11575","VID_16925",2,"53711","373","21","55","E",210,612
"11576","VID_5503",6,"28268","138","1","8","D",938,1499
"11577","VID_1471",3,"1319715","13580","197","2305","B",410,616
"11578","VID_3605",1,"2515400","2594","1231","186","D",604,562
"11579","VID_790",1,"968861","2225","95","103","B",713,859
"11580","VID_3447",3,"364008","1316","72","46","D",702,2424
"11581","VID_6322",9,"1578473","3115","406","113","D",486,2504
"11582","VID_22277",6,"3583567","10099","1161","484","G",6021,1652
"11583","VID_14048",20,"11495954","19826","3543","1677","D",3087,980
"11584","VID_17871",1,"91002","281","19","1","F",350,2018
"11585","VID_8157",3,"508270","481","96","38","D",8359,729
"11586","VID_2005",9,"56634","86","8","6","B",201,1599
"11587","VID_13193",160,"18223","39","17","7","D",45,956
"11588","VID_22454",5,"3704341","7583","438","380","G",286,1211
"11589","VID_22991",1349,"2468","7","0","0","G",210,1366
"11590","VID_2325",1,"62558","596","24","50","C",4405,596
"11591","VID_5808",6,"1271336","4107","379","729","D",190,538
"11592","VID_2130",1,"468642","2441","61","37","C",100,857
"11593","VID_6341",12,"1240489","3972","206","98","D",540,2497
"11594","VID_1182",2,"372090","5081","172","665","B",159,584
"11595","VID_1238",11,"2576765","29832","1045","3739","B",280,544
"11596","VID_9089",2,"207339","263","74","12","D",3407,1360
"11597","VID_22431",2,"2204158","11791","250","632","G",266,1207
"11598","VID_9709",9,"4362","23","0","1","D",228,616
"11599","VID_6049",1,"480799","2016","58","83","D",307,1057
"11600","VID_9131",1,"1232131","F","F","8","D",101,1073
"11601","VID_2990",1,"37152","45","28","3","C",58,797
"11602","VID_8990",3,"6715864","8532","1064","269","D",150,1382
"11603","VID_3002",4,"3662669","3507","1303","194","C",167,879
"11604","VID_18758",1,"6107","22","5","1","F",267,865
"11605","VID_7430",2,"30531","225","4","367","D",244,1660
"11606","VID_20",3,"106109","251","10","31","A",356,841
"11607","VID_15266",2,"13426","78","2","2","E",282,646
"11608","VID_20862",46,"41299345","112388","11764","2668","G",347,1266
"11609","VID_11464",71,"77458","37","13","2","D",95,1214
"11610","VID_16831",3,"29443","55","3","12","E",640,2464
"11611","VID_22839",50,"5685318","22375","3621","2737","G",210,973
"11612","VID_8380",4,"1705109","1900","496","223","D",8105,805
"11613","VID_783",3,"1105892","2616","98","136","B",635,666
"11614","VID_10379",1,"308143","502","86","142","D",2505,454
"11615","VID_17172",4,"2731005","2898","544","62","E",80,1203
"11616","VID_15379",4,"11010","99","6","242","E",295,797
"11617","VID_8233",8,"1646104","2006","533","101","D",345,1573
"11618","VID_11429",7,"5566","20","2","3","D",139,1263
"11619","VID_9993",1,"87351","119","4","1","D",133,787
"11620","VID_9464",6,"35442","85","3","44","D",302,679
"11621","VID_16523",1,"26482","273","13","71","E",162,557
"11622","VID_3132",2,"127059","71","40","13","D",2170,1944
"11623","VID_20338",1,"149675","348","16","39","G",445,1586
"11624","VID_12572",1,"616852","3020","132","83","D",195,971
"11625","VID_12221",2,"92105","1289","12","113","D",779,900
"11626","VID_18479",4,"603300","5198","235","1671","F",223,554
"11627","VID_11150",1,"18493","1034","41","106","D",168,1602
"11628","VID_17306",45,"1221962","2505","264","267","E",162,1868
"11629","VID_5414",14,"331564","286","69","27","D",107,1796
"11630","VID_9720",9979,"90236","548","8","3","D",126,1086
"11631","VID_18534",1,"613374","4284","213","1704","F",264,664
"11632","VID_2785",1,"226745","869","53","176","C",823,1479
"11633","VID_6321",3,"893721","1517","143","48","D",221,3017
"11634","VID_17131",1,"1027402","19793","2392","1809","E",667,708
"11635","VID_19570",1,"42920","7","6","0","G",85,1736
"11636","VID_21969",12,"308501","1355","43","122","G",218,2976
"11637","VID_10629",1,"6668","32","2","4","D",859,2041
"11638","VID_16687",53,"3539492","2847","1345","141","E",1048,686
"11639","VID_22794",11,"143954","384","19","27","G",286,2698
"11640","VID_3442",1,"237724","581","44","22","D",494,2263
"11641","VID_7096",2,"167691","493","26","163","D",1496,981
"11642","VID_12082",1,"41277","463","23","110","D",501,1637
"11643","VID_9335",14,"224969","208","55","2","D",105,1652
"11644","VID_12013",1,"8674","70","1","24","D",407,528
"11645","VID_2247",2,"1667","9","0","0","C",475,1787
"11646","VID_22410",1,"17801","51","1","1","G",141,645
"11647","VID_22160",1,"38949","177","36","6","G",3726,976
"11648","VID_2408",1,"63899","1721","15","238","C",3064,565
"11649","VID_22458",374,"790812","4536","214","113","G",387,1171
"11650","VID_5771",1,"384948","1903","88","150","D",219,856
"11651","VID_13958",1,"36314","89","4","12","D",3703,602
"11652","VID_12325",2,"690106","2061","223","140","D",141,1125
"11653","VID_6048",1,"325341","689","20","42","D",529,843
"11654","VID_7031",3,"486199","537","120","50","D",9321,1008
"11655","VID_17179",2,"391338","2096","124","983","E",309,689
"11656","VID_17276",1,"1275944","823","406","51","E",144,1192
"11657","VID_65",9,"428617","1474","72","401","A",990,659
"11658","VID_8817",3,"291909","1055","82","23","D",1061,1724
"11659","VID_13711",1,"10989","190","18","20","D",243,907
"11660","VID_8796",3,"445334","3390","169","170","D",363,1932
"11661","VID_4528",1,"3223388","1183","771","59","D",227,501
"11662","VID_1946",5,"308139","2376","381","174","B",553,580
"11663","VID_21672",1780,"5995","58","0","4","G",241,565
"11664","VID_17760",3,"1591342","5046","828","110","F",512,2042
"11665","VID_10284",2,"508","0","0","0","D",31,997
"11666","VID_13608",4,"1403","F","F","F","D",31,652
"11667","VID_16830",2,"60316","74","5","16","E",662,2568
"11668","VID_2209",1,"33491","187","4","11","C",1698,1907
"11669","VID_307",1,"22956","1139","11","151","A",2017,613
"11670","VID_8965",89,"137565","3154","166","2005","D",527,416
"11671","VID_5580",3,"552881","839","231","391","D",78,1053
"11672","VID_3812",5,"218348","491","57","58","D",391,2287
"11673","VID_7773",4,"132998","282","20","16","D",629,2674
"11674","VID_22093",1,"65294","417","4","16","G",154,792
"11675","VID_17764",1,"152438","255","27","5","F",187,2600
"11676","VID_19403",3,"587440","2807","598","192","G",23478,661
"11677","VID_17013",4,"2073994","3705","308","1562","E",536,1026
"11678","VID_1041",2,"1929924","19687","845","1419","B",227,1211
"11679","VID_3294",9,"185346","147","57","14","D",2346,1633
"11680","VID_12466",1,"24639","237","5","133","D",396,1659
"11681","VID_21069",2,"351","10","0","1","G",279,1435
"11682","VID_9312",1,"24717","30","16","3","D",8435,588
"11683","VID_3197",1,"178478","119","75","24","D",2605,1535
"11684","VID_11743",336,"446","10","0","4","D",1575,1243
"11685","VID_9990",2,"300094","783","61","94","D",112,737
"11686","VID_21089",86533,"290529","638","240","44","G",259,1235
"11687","VID_22906",8,"3957145","18611","877","1051","G",224,1061
"11688","VID_7264",1,"64846","46","5","0","D",184,1730
"11689","VID_7404",4,"54839","342","13","297","D",263,1718
